n_estimators max_features max_depth min_samples_split min_samples_leaf bootstrap criterion norm_out
200 auto 70 10 1 False squared_error 0
200 auto 70 10 1 False absolute_error 0
200 auto 70 10 2 True squared_error 0
200 auto 70 10 2 True absolute_error 0
200 auto 70 10 2 False squared_error 0
200 auto 70 10 2 False absolute_error 0
200 auto 70 10 4 True squared_error 0
200 auto 70 10 4 True absolute_error 0
200 auto 70 10 4 False squared_error 0
200 auto 70 10 4 False absolute_error 0
200 auto 90 2 1 True squared_error 0
200 auto 90 2 1 True absolute_error 0
200 auto 90 2 1 False squared_error 0
200 auto 90 2 1 False absolute_error 0
200 auto 90 2 2 True squared_error 0
200 auto 90 2 2 True absolute_error 0
200 auto 90 2 2 False squared_error 0
200 auto 90 2 2 False absolute_error 0
200 auto 90 2 4 True squared_error 0
200 auto 90 2 4 True absolute_error 0
200 auto 90 2 4 False squared_error 0
200 auto 90 2 4 False absolute_error 0
200 auto 90 5 1 True squared_error 0
200 auto 90 5 1 True absolute_error 0
200 auto 90 5 1 False squared_error 0
200 auto 90 5 1 False absolute_error 0
200 auto 90 5 2 True squared_error 0
200 auto 90 5 2 True absolute_error 0
200 auto 90 5 2 False squared_error 0
200 auto 90 5 2 False absolute_error 0
200 auto 90 5 4 True squared_error 0
200 auto 90 5 4 True absolute_error 0
200 auto 90 5 4 False squared_error 0
200 auto 90 5 4 False absolute_error 0
200 auto 90 10 1 True squared_error 0
200 auto 90 10 1 True absolute_error 0
200 auto 90 10 1 False squared_error 0
200 auto 90 10 1 False absolute_error 0
200 auto 90 10 2 True squared_error 0
200 auto 90 10 2 True absolute_error 0
200 auto 90 10 2 False squared_error 0
200 auto 90 10 2 False absolute_error 0
200 auto 90 10 4 True squared_error 0
200 auto 90 10 4 True absolute_error 0
200 auto 90 10 4 False squared_error 0
200 auto 90 10 4 False absolute_error 0
200 auto 110 2 1 True squared_error 0
200 auto 110 2 1 True absolute_error 0
200 auto 110 2 1 False squared_error 0
200 auto 110 2 1 False absolute_error 0
200 auto 110 2 2 True squared_error 0
200 auto 110 2 2 True absolute_error 0
200 auto 110 2 2 False squared_error 0
200 auto 110 2 2 False absolute_error 0
200 auto 110 2 4 True squared_error 0
200 auto 110 2 4 True absolute_error 0
200 auto 110 2 4 False squared_error 0
200 auto 110 2 4 False absolute_error 0
200 auto 110 5 1 True squared_error 0
200 auto 110 5 1 True absolute_error 0
200 auto 110 5 1 False squared_error 0
200 auto 110 5 1 False absolute_error 0
200 auto 110 5 2 True squared_error 0
200 auto 110 5 2 True absolute_error 0
200 auto 110 5 2 False squared_error 0
200 auto 110 5 2 False absolute_error 0
200 auto 110 5 4 True squared_error 0
200 auto 110 5 4 True absolute_error 0
200 auto 110 5 4 False squared_error 0
200 auto 110 5 4 False absolute_error 0
200 auto 110 10 1 True squared_error 0
200 auto 110 10 1 True absolute_error 0
200 auto 110 10 1 False squared_error 0
200 auto 110 10 1 False absolute_error 0
200 auto 110 10 2 True squared_error 0
200 auto 110 10 2 True absolute_error 0
200 auto 110 10 2 False squared_error 0
200 auto 110 10 2 False absolute_error 0
200 auto 110 10 4 True squared_error 0
200 auto 110 10 4 True absolute_error 0
200 auto 110 10 4 False squared_error 0
200 auto 110 10 4 False absolute_error 0
200 sqrt 10 2 1 True squared_error 0
200 sqrt 10 2 1 True absolute_error 0
200 sqrt 10 2 1 False squared_error 0
200 sqrt 10 2 1 False absolute_error 0
200 sqrt 10 2 2 True squared_error 0
200 sqrt 10 2 2 True absolute_error 0
200 sqrt 10 2 2 False squared_error 0
200 sqrt 10 2 2 False absolute_error 0
200 sqrt 10 2 4 True squared_error 0
200 sqrt 10 2 4 True absolute_error 0
200 sqrt 10 2 4 False squared_error 0
200 sqrt 10 2 4 False absolute_error 0
200 sqrt 10 5 1 True squared_error 0
200 sqrt 10 5 1 True absolute_error 0
200 sqrt 10 5 1 False squared_error 0
200 sqrt 10 5 1 False absolute_error 0
200 sqrt 10 5 2 True squared_error 0
200 sqrt 10 5 2 True absolute_error 0
200 sqrt 10 5 2 False squared_error 0
200 sqrt 10 5 2 False absolute_error 0
200 sqrt 10 5 4 True squared_error 0
200 sqrt 10 5 4 True absolute_error 0
200 sqrt 10 5 4 False squared_error 0
200 sqrt 10 5 4 False absolute_error 0
200 sqrt 10 10 1 True squared_error 0
200 sqrt 10 10 1 True absolute_error 0
200 sqrt 10 10 1 False squared_error 0
200 sqrt 10 10 1 False absolute_error 0
200 sqrt 10 10 2 True squared_error 0
200 sqrt 10 10 2 True absolute_error 0
200 sqrt 10 10 2 False squared_error 0
200 sqrt 10 10 2 False absolute_error 0
200 sqrt 10 10 4 True squared_error 0
200 sqrt 10 10 4 True absolute_error 0
200 sqrt 10 10 4 False squared_error 0
200 sqrt 10 10 4 False absolute_error 0
200 sqrt 30 2 1 True squared_error 0
200 sqrt 30 2 1 True absolute_error 0
200 sqrt 30 2 1 False squared_error 0
200 sqrt 30 2 1 False absolute_error 0
200 sqrt 30 2 2 True squared_error 0
200 sqrt 30 2 2 True absolute_error 0
200 sqrt 30 2 2 False squared_error 0
200 sqrt 30 2 2 False absolute_error 0
200 sqrt 30 2 4 True squared_error 0
200 sqrt 30 2 4 True absolute_error 0
200 sqrt 30 2 4 False squared_error 0
200 sqrt 30 2 4 False absolute_error 0
200 sqrt 30 5 1 True squared_error 0
200 sqrt 30 5 1 True absolute_error 0
200 sqrt 30 5 1 False squared_error 0
200 sqrt 30 5 1 False absolute_error 0
200 sqrt 30 5 2 True squared_error 0
200 sqrt 30 5 2 True absolute_error 0
200 sqrt 30 5 2 False squared_error 0
200 sqrt 30 5 2 False absolute_error 0
200 sqrt 30 5 4 True squared_error 0
200 sqrt 30 5 4 True absolute_error 0
200 sqrt 30 5 4 False squared_error 0
200 sqrt 30 5 4 False absolute_error 0
200 sqrt 30 10 1 True squared_error 0
200 sqrt 30 10 1 True absolute_error 0
200 sqrt 30 10 1 False squared_error 0
200 sqrt 30 10 1 False absolute_error 0
200 sqrt 30 10 2 True squared_error 0
200 sqrt 30 10 2 True absolute_error 0
200 sqrt 30 10 2 False squared_error 0
200 sqrt 30 10 2 False absolute_error 0
200 sqrt 30 10 4 True squared_error 0
200 sqrt 30 10 4 True absolute_error 0
200 sqrt 30 10 4 False squared_error 0
200 sqrt 30 10 4 False absolute_error 0
200 sqrt 50 2 1 True squared_error 0
200 sqrt 50 2 1 True absolute_error 0
200 sqrt 50 2 1 False squared_error 0
200 sqrt 50 2 1 False absolute_error 0
200 sqrt 50 2 2 True squared_error 0
200 sqrt 50 2 2 True absolute_error 0
200 sqrt 50 2 2 False squared_error 0
200 sqrt 50 2 2 False absolute_error 0
200 sqrt 50 2 4 True squared_error 0
200 sqrt 50 2 4 True absolute_error 0
200 sqrt 50 2 4 False squared_error 0
200 sqrt 50 2 4 False absolute_error 0
200 sqrt 50 5 1 True squared_error 0
200 sqrt 50 5 1 True absolute_error 0
200 sqrt 50 5 1 False squared_error 0
200 sqrt 50 5 1 False absolute_error 0
200 sqrt 50 5 2 True squared_error 0
200 sqrt 50 5 2 True absolute_error 0
200 sqrt 50 5 2 False squared_error 0
200 sqrt 50 5 2 False absolute_error 0
200 sqrt 50 5 4 True squared_error 0
200 sqrt 50 5 4 True absolute_error 0
200 sqrt 50 5 4 False squared_error 0
200 sqrt 50 5 4 False absolute_error 0
200 sqrt 50 10 1 True squared_error 0
200 sqrt 50 10 1 True absolute_error 0
200 sqrt 50 10 1 False squared_error 0
200 sqrt 50 10 1 False absolute_error 0
200 sqrt 50 10 2 True squared_error 0
200 sqrt 50 10 2 True absolute_error 0
200 sqrt 50 10 2 False squared_error 0
200 sqrt 50 10 2 False absolute_error 0
200 sqrt 50 10 4 True squared_error 0
200 sqrt 50 10 4 True absolute_error 0
200 sqrt 50 10 4 False squared_error 0
200 sqrt 50 10 4 False absolute_error 0
200 sqrt 70 2 1 True squared_error 0
200 sqrt 70 2 1 True absolute_error 0
200 sqrt 70 2 1 False squared_error 0
200 sqrt 70 2 1 False absolute_error 0
200 sqrt 70 2 2 True squared_error 0
200 sqrt 70 2 2 True absolute_error 0
200 sqrt 70 2 2 False squared_error 0
200 sqrt 70 2 2 False absolute_error 0
200 sqrt 70 2 4 True squared_error 0
200 sqrt 70 2 4 True absolute_error 0
200 sqrt 70 2 4 False squared_error 0
200 sqrt 70 2 4 False absolute_error 0
200 sqrt 70 5 1 True squared_error 0
200 sqrt 70 5 1 True absolute_error 0
200 sqrt 70 5 1 False squared_error 0
200 sqrt 70 5 1 False absolute_error 0
200 sqrt 70 5 2 True squared_error 0
200 sqrt 70 5 2 True absolute_error 0
200 sqrt 70 5 2 False squared_error 0
200 sqrt 70 5 2 False absolute_error 0
200 sqrt 70 5 4 True squared_error 0
200 sqrt 70 5 4 True absolute_error 0
200 sqrt 70 5 4 False squared_error 0
200 sqrt 70 5 4 False absolute_error 0
200 sqrt 70 10 1 True squared_error 0
200 sqrt 70 10 1 True absolute_error 0
200 sqrt 70 10 1 False squared_error 0
200 sqrt 70 10 1 False absolute_error 0
200 sqrt 70 10 2 True squared_error 0
200 sqrt 70 10 2 True absolute_error 0
200 sqrt 70 10 2 False squared_error 0
200 sqrt 70 10 2 False absolute_error 0
200 sqrt 70 10 4 True squared_error 0
200 sqrt 70 10 4 True absolute_error 0
200 sqrt 70 10 4 False squared_error 0
200 sqrt 70 10 4 False absolute_error 0
200 sqrt 90 2 1 True squared_error 0
200 sqrt 90 2 1 True absolute_error 0
200 sqrt 90 2 1 False squared_error 0
200 sqrt 90 2 1 False absolute_error 0
200 sqrt 90 2 2 True squared_error 0
200 sqrt 90 2 2 True absolute_error 0
200 sqrt 90 2 2 False squared_error 0
200 sqrt 90 2 2 False absolute_error 0
200 sqrt 90 2 4 True squared_error 0
200 sqrt 90 2 4 True absolute_error 0
200 sqrt 90 2 4 False squared_error 0
200 sqrt 90 2 4 False absolute_error 0
200 sqrt 90 5 1 True squared_error 0
200 sqrt 90 5 1 True absolute_error 0
200 sqrt 90 5 1 False squared_error 0
200 sqrt 90 5 1 False absolute_error 0
200 sqrt 90 5 2 True squared_error 0
200 sqrt 90 5 2 True absolute_error 0
200 sqrt 90 5 2 False squared_error 0
200 sqrt 90 5 2 False absolute_error 0
200 sqrt 90 5 4 True squared_error 0
200 sqrt 90 5 4 True absolute_error 0
200 sqrt 90 5 4 False squared_error 0
200 sqrt 90 5 4 False absolute_error 0
200 sqrt 90 10 1 True squared_error 0
200 sqrt 90 10 1 True absolute_error 0
200 sqrt 90 10 1 False squared_error 0
200 sqrt 90 10 1 False absolute_error 0
200 sqrt 90 10 2 True squared_error 0
200 sqrt 90 10 2 True absolute_error 0
200 sqrt 90 10 2 False squared_error 0
200 sqrt 90 10 2 False absolute_error 0
200 sqrt 90 10 4 True squared_error 0
200 sqrt 90 10 4 True absolute_error 0
200 sqrt 90 10 4 False squared_error 0
200 sqrt 90 10 4 False absolute_error 0
200 sqrt 110 2 1 True squared_error 0
200 sqrt 110 2 1 True absolute_error 0
200 sqrt 110 2 1 False squared_error 0
200 sqrt 110 2 1 False absolute_error 0
200 sqrt 110 2 2 True squared_error 0
200 sqrt 110 2 2 True absolute_error 0
200 sqrt 110 2 2 False squared_error 0
200 sqrt 110 2 2 False absolute_error 0
200 sqrt 110 2 4 True squared_error 0
200 sqrt 110 2 4 True absolute_error 0
200 sqrt 110 2 4 False squared_error 0
200 sqrt 110 2 4 False absolute_error 0
200 sqrt 110 5 1 True squared_error 0
200 sqrt 110 5 1 True absolute_error 0
200 sqrt 110 5 1 False squared_error 0
200 sqrt 110 5 1 False absolute_error 0
200 sqrt 110 5 2 True squared_error 0
200 sqrt 110 5 2 True absolute_error 0
200 sqrt 110 5 2 False squared_error 0
200 sqrt 110 5 2 False absolute_error 0
200 sqrt 110 5 4 True squared_error 0
200 sqrt 110 5 4 True absolute_error 0
200 sqrt 110 5 4 False squared_error 0
200 sqrt 110 5 4 False absolute_error 0
200 sqrt 110 10 1 True squared_error 0
200 sqrt 110 10 1 True absolute_error 0
200 sqrt 110 10 1 False squared_error 0
200 sqrt 110 10 1 False absolute_error 0
200 sqrt 110 10 2 True squared_error 0
200 sqrt 110 10 2 True absolute_error 0
200 sqrt 110 10 2 False squared_error 0
200 sqrt 110 10 2 False absolute_error 0
200 sqrt 110 10 4 True squared_error 0
200 sqrt 110 10 4 True absolute_error 0
200 sqrt 110 10 4 False squared_error 0
200 sqrt 110 10 4 False absolute_error 0
400 auto 10 2 1 True squared_error 0
400 auto 10 2 1 True absolute_error 0
400 auto 10 2 1 False squared_error 0
400 auto 10 2 1 False absolute_error 0
400 auto 10 2 2 True squared_error 0
400 auto 10 2 2 True absolute_error 0
400 auto 10 2 2 False squared_error 0
400 auto 10 2 2 False absolute_error 0
400 auto 10 2 4 True squared_error 0
400 auto 10 2 4 True absolute_error 0
400 auto 10 2 4 False squared_error 0
400 auto 10 2 4 False absolute_error 0
400 auto 10 5 1 True squared_error 0
400 auto 10 5 1 True absolute_error 0
400 auto 10 5 1 False squared_error 0
400 auto 10 5 1 False absolute_error 0
400 auto 10 5 2 True squared_error 0
400 auto 10 5 2 True absolute_error 0
400 auto 10 5 2 False squared_error 0
400 auto 10 5 2 False absolute_error 0
400 auto 10 5 4 True squared_error 0
400 auto 10 5 4 True absolute_error 0
400 auto 10 5 4 False squared_error 0
400 auto 10 5 4 False absolute_error 0
400 auto 10 10 1 True squared_error 0
400 auto 10 10 1 True absolute_error 0
400 auto 10 10 1 False squared_error 0
400 auto 10 10 1 False absolute_error 0
400 auto 10 10 2 True squared_error 0
400 auto 10 10 2 True absolute_error 0
400 auto 10 10 2 False squared_error 0
400 auto 10 10 2 False absolute_error 0
400 auto 10 10 4 True squared_error 0
400 auto 10 10 4 True absolute_error 0
400 auto 10 10 4 False squared_error 0
400 auto 10 10 4 False absolute_error 0
400 auto 30 2 1 True squared_error 0
400 auto 30 2 1 True absolute_error 0
400 auto 30 2 1 False squared_error 0
400 auto 30 2 1 False absolute_error 0
400 auto 30 2 2 True squared_error 0
400 auto 30 2 2 True absolute_error 0
400 auto 30 2 2 False squared_error 0
400 auto 30 2 2 False absolute_error 0
400 auto 30 2 4 True squared_error 0
400 auto 30 2 4 True absolute_error 0
400 auto 30 2 4 False squared_error 0
400 auto 30 2 4 False absolute_error 0
400 auto 30 5 1 True squared_error 0
400 auto 30 5 1 True absolute_error 0
400 auto 30 5 1 False squared_error 0
400 auto 30 5 1 False absolute_error 0
400 auto 30 5 2 True squared_error 0
400 auto 30 5 2 True absolute_error 0
400 auto 30 5 2 False squared_error 0
400 auto 30 5 2 False absolute_error 0
400 auto 30 5 4 True squared_error 0
400 auto 30 5 4 True absolute_error 0
400 auto 30 5 4 False squared_error 0
400 auto 30 5 4 False absolute_error 0
400 auto 30 10 1 True squared_error 0
400 auto 30 10 1 True absolute_error 0
400 auto 30 10 1 False squared_error 0
400 auto 30 10 1 False absolute_error 0
400 auto 30 10 2 True squared_error 0
400 auto 30 10 2 True absolute_error 0
400 auto 30 10 2 False squared_error 0
400 auto 30 10 2 False absolute_error 0
400 auto 30 10 4 True squared_error 0
400 auto 30 10 4 True absolute_error 0
400 auto 30 10 4 False squared_error 0
400 auto 30 10 4 False absolute_error 0
400 auto 50 2 1 True squared_error 0
400 auto 50 2 1 True absolute_error 0
400 auto 50 2 1 False squared_error 0
400 auto 50 2 1 False absolute_error 0
400 auto 50 2 2 True squared_error 0
400 auto 50 2 2 True absolute_error 0
400 auto 50 2 2 False squared_error 0
400 auto 50 2 2 False absolute_error 0
400 auto 50 2 4 True squared_error 0
400 auto 50 2 4 True absolute_error 0
400 auto 50 2 4 False squared_error 0
400 auto 50 2 4 False absolute_error 0
400 auto 50 5 1 True squared_error 0
400 auto 50 5 1 True absolute_error 0
400 auto 50 5 1 False squared_error 0
400 auto 50 5 1 False absolute_error 0
400 auto 50 5 2 True squared_error 0
400 auto 50 5 2 True absolute_error 0
400 auto 50 5 2 False squared_error 0
400 auto 50 5 2 False absolute_error 0
400 auto 50 5 4 True squared_error 0
400 auto 50 5 4 True absolute_error 0
400 auto 50 5 4 False squared_error 0
400 auto 50 5 4 False absolute_error 0
400 auto 50 10 1 True squared_error 0
400 auto 50 10 1 True absolute_error 0
400 auto 50 10 1 False squared_error 0
400 auto 50 10 1 False absolute_error 0
400 auto 50 10 2 True squared_error 0
400 auto 50 10 2 True absolute_error 0
400 auto 50 10 2 False squared_error 0
400 auto 50 10 2 False absolute_error 0
400 auto 50 10 4 True squared_error 0
400 auto 50 10 4 True absolute_error 0
400 auto 50 10 4 False squared_error 0
400 auto 50 10 4 False absolute_error 0
400 auto 70 2 1 True squared_error 0
400 auto 70 2 1 True absolute_error 0
400 auto 70 2 1 False squared_error 0
400 auto 70 2 1 False absolute_error 0
400 auto 70 2 2 True squared_error 0
400 auto 70 2 2 True absolute_error 0
400 auto 70 2 2 False squared_error 0
400 auto 70 2 2 False absolute_error 0
400 auto 70 2 4 True squared_error 0
400 auto 70 2 4 True absolute_error 0
400 auto 70 2 4 False squared_error 0
400 auto 70 2 4 False absolute_error 0
400 auto 70 5 1 True squared_error 0
400 auto 70 5 1 True absolute_error 0
400 auto 70 5 1 False squared_error 0
400 auto 70 5 1 False absolute_error 0
400 auto 70 5 2 True squared_error 0
400 auto 70 5 2 True absolute_error 0
400 auto 70 5 2 False squared_error 0
400 auto 70 5 2 False absolute_error 0
400 auto 70 5 4 True squared_error 0
400 auto 70 5 4 True absolute_error 0
400 auto 70 5 4 False squared_error 0
400 auto 70 5 4 False absolute_error 0
400 auto 70 10 1 True squared_error 0
400 auto 70 10 1 True absolute_error 0
400 auto 70 10 1 False squared_error 0
400 auto 70 10 1 False absolute_error 0
400 auto 70 10 2 True squared_error 0
400 auto 70 10 2 True absolute_error 0
400 auto 70 10 2 False squared_error 0
400 auto 70 10 2 False absolute_error 0
400 auto 70 10 4 True squared_error 0
400 auto 70 10 4 True absolute_error 0
400 auto 70 10 4 False squared_error 0
400 auto 70 10 4 False absolute_error 0
400 auto 90 2 1 True squared_error 0
400 auto 90 2 1 True absolute_error 0
400 auto 90 2 1 False squared_error 0
400 auto 90 2 1 False absolute_error 0
400 auto 90 2 2 True squared_error 0
400 auto 90 2 2 True absolute_error 0
400 auto 90 2 2 False squared_error 0
400 auto 90 2 2 False absolute_error 0
400 auto 90 2 4 True squared_error 0
400 auto 90 2 4 True absolute_error 0
400 auto 90 2 4 False squared_error 0
400 auto 90 2 4 False absolute_error 0
400 auto 90 5 1 True squared_error 0
400 auto 90 5 1 True absolute_error 0
400 auto 90 5 1 False squared_error 0
400 auto 90 5 1 False absolute_error 0
400 auto 90 5 2 True squared_error 0
400 auto 90 5 2 True absolute_error 0
400 auto 90 5 2 False squared_error 0
400 auto 90 5 2 False absolute_error 0
400 auto 90 5 4 True squared_error 0
400 auto 90 5 4 True absolute_error 0
400 auto 90 5 4 False squared_error 0
400 auto 90 5 4 False absolute_error 0
400 auto 90 10 1 True squared_error 0
400 auto 90 10 1 True absolute_error 0
400 auto 90 10 1 False squared_error 0
400 auto 90 10 1 False absolute_error 0
400 auto 90 10 2 True squared_error 0
400 auto 90 10 2 True absolute_error 0
400 auto 90 10 2 False squared_error 0
400 auto 90 10 2 False absolute_error 0
400 auto 90 10 4 True squared_error 0
400 auto 90 10 4 True absolute_error 0
400 auto 90 10 4 False squared_error 0
400 auto 90 10 4 False absolute_error 0
400 auto 110 2 1 True squared_error 0
400 auto 110 2 1 True absolute_error 0
400 auto 110 2 1 False squared_error 0
400 auto 110 2 1 False absolute_error 0
400 auto 110 2 2 True squared_error 0
400 auto 110 2 2 True absolute_error 0
400 auto 110 2 2 False squared_error 0
400 auto 110 2 2 False absolute_error 0
400 auto 110 2 4 True squared_error 0
400 auto 110 2 4 True absolute_error 0
400 auto 110 2 4 False squared_error 0
400 auto 110 2 4 False absolute_error 0
400 auto 110 5 1 True squared_error 0
400 auto 110 5 1 True absolute_error 0
400 auto 110 5 1 False squared_error 0
400 auto 110 5 1 False absolute_error 0
400 auto 110 5 2 True squared_error 0
400 auto 110 5 2 True absolute_error 0
400 auto 110 5 2 False squared_error 0
400 auto 110 5 2 False absolute_error 0
400 auto 110 5 4 True squared_error 0
400 auto 110 5 4 True absolute_error 0
400 auto 110 5 4 False squared_error 0
400 auto 110 5 4 False absolute_error 0
400 auto 110 10 1 True squared_error 0
400 auto 110 10 1 True absolute_error 0
400 auto 110 10 1 False squared_error 0
400 auto 110 10 1 False absolute_error 0
400 auto 110 10 2 True squared_error 0
400 auto 110 10 2 True absolute_error 0
400 auto 110 10 2 False squared_error 0
400 auto 110 10 2 False absolute_error 0
400 auto 110 10 4 True squared_error 0
400 auto 110 10 4 True absolute_error 0
400 auto 110 10 4 False squared_error 0
400 auto 110 10 4 False absolute_error 0
400 sqrt 10 2 1 True squared_error 0
400 sqrt 10 2 1 True absolute_error 0
400 sqrt 10 2 1 False squared_error 0
400 sqrt 10 2 1 False absolute_error 0
400 sqrt 10 2 2 True squared_error 0
400 sqrt 10 2 2 True absolute_error 0
400 sqrt 10 2 2 False squared_error 0
400 sqrt 10 2 2 False absolute_error 0
400 sqrt 10 2 4 True squared_error 0
400 sqrt 10 2 4 True absolute_error 0
400 sqrt 10 2 4 False squared_error 0
400 sqrt 10 2 4 False absolute_error 0
400 sqrt 10 5 1 True squared_error 0
400 sqrt 10 5 1 True absolute_error 0
400 sqrt 10 5 1 False squared_error 0
400 sqrt 10 5 1 False absolute_error 0
400 sqrt 10 5 2 True squared_error 0
400 sqrt 10 5 2 True absolute_error 0
400 sqrt 10 5 2 False squared_error 0
400 sqrt 10 5 2 False absolute_error 0
400 sqrt 10 5 4 True squared_error 0
400 sqrt 10 5 4 True absolute_error 0
400 sqrt 10 5 4 False squared_error 0
400 sqrt 10 5 4 False absolute_error 0
400 sqrt 10 10 1 True squared_error 0
400 sqrt 10 10 1 True absolute_error 0
400 sqrt 10 10 1 False squared_error 0
400 sqrt 10 10 1 False absolute_error 0
400 sqrt 10 10 2 True squared_error 0
400 sqrt 10 10 2 True absolute_error 0
400 sqrt 10 10 2 False squared_error 0
400 sqrt 10 10 2 False absolute_error 0
400 sqrt 10 10 4 True squared_error 0
400 sqrt 10 10 4 True absolute_error 0
400 sqrt 10 10 4 False squared_error 0
400 sqrt 10 10 4 False absolute_error 0
400 sqrt 30 2 1 True squared_error 0
400 sqrt 30 2 1 True absolute_error 0
400 sqrt 30 2 1 False squared_error 0
